"loanid","readerid","bookid","loandate","duedate","daysoverdue"
58767,5803,5271,"2024-04-23","2024-05-21",216
55121,2583,59825,"2024-04-23","2024-05-21",216
51347,4942,19927,"2024-04-23","2024-05-21",216
53170,27005,10621,"2024-04-23","2024-05-21",216
54792,19593,82797,"2024-04-23","2024-05-21",216
59206,13537,29820,"2024-04-23","2024-05-21",216
59078,6157,61460,"2024-04-23","2024-05-21",216
53674,23341,62813,"2024-04-23","2024-05-21",216
56593,7388,76879,"2024-04-23","2024-05-21",216
55242,19506,79927,"2024-04-23","2024-05-21",216
51373,18970,36420,"2024-04-23","2024-05-21",216
56593,7388,76879,"2024-04-23","2024-05-21",216
53794,30017,78896,"2024-04-23","2024-05-21",216
52699,10488,35813,"2024-04-23","2024-05-21",216
58607,3467,77845,"2024-04-24","2024-05-22",215
56843,6877,24882,"2024-04-24","2024-05-22",215
53871,27591,84935,"2024-04-24","2024-05-22",215
52793,4517,73803,"2024-04-24","2024-05-22",215
50617,24436,84431,"2024-04-24","2024-05-22",215
59640,27964,72892,"2024-04-24","2024-05-22",215
59712,5023,21259,"2024-04-24","2024-05-22",215
51819,7827,25580,"2024-04-24","2024-05-22",215
58167,3932,70071,"2024-04-24","2024-05-22",215
55670,14836,25425,"2024-04-24","2024-05-22",215
53831,18517,34220,"2024-04-24","2024-05-22",215
50537,19153,14931,"2024-04-24","2024-05-22",215
51779,21773,20843,"2024-04-24","2024-05-22",215
51757,2089,89273,"2024-04-24","2024-05-22",215
59305,6517,34716,"2024-04-24","2024-05-22",215
59305,6517,34716,"2024-04-24","2024-05-22",215
53871,27591,84935,"2024-04-24","2024-05-22",215
52479,7666,37831,"2024-04-24","2024-05-22",215
52698,9494,42441,"2024-04-24","2024-05-22",215
59640,27964,72892,"2024-04-24","2024-05-22",215
58104,11118,50438,"2024-04-24","2024-05-22",215
52793,4517,73803,"2024-04-24","2024-05-22",215
58216,29311,79160,"2024-04-24","2024-05-22",215
54564,18499,11252,"2024-04-24","2024-05-22",215
50591,8792,31162,"2024-04-24","2024-05-22",215
50537,19153,14931,"2024-04-24","2024-05-22",215
59044,6382,21855,"2024-04-24","2024-05-22",215
55734,20475,83547,"2024-04-24","2024-05-22",215
51259,24491,65835,"2024-04-24","2024-05-22",215
54586,23164,29284,"2024-04-24","2024-05-22",215
55933,27764,34586,"2024-04-24","2024-05-22",215
51259,24491,65835,"2024-04-24","2024-05-22",215
59827,9791,49674,"2024-04-24","2024-05-22",215
57878,23931,64347,"2024-04-24","2024-05-22",215
51046,16949,94338,"2024-04-24","2024-05-22",215
55933,27764,34586,"2024-04-24","2024-05-22",215
50591,8792,31162,"2024-04-24","2024-05-22",215
50617,24436,84431,"2024-04-24","2024-05-22",215
51757,2089,89273,"2024-04-24","2024-05-22",215
54586,23164,29284,"2024-04-24","2024-05-22",215
57878,23931,64347,"2024-04-24","2024-05-22",215
52698,9494,42441,"2024-04-24","2024-05-22",215
58104,11118,50438,"2024-04-24","2024-05-22",215
53831,18517,34220,"2024-04-24","2024-05-22",215
58607,3467,77845,"2024-04-24","2024-05-22",215
58167,3932,70071,"2024-04-24","2024-05-22",215
58216,29311,79160,"2024-04-24","2024-05-22",215
59044,6382,21855,"2024-04-24","2024-05-22",215
51779,21773,20843,"2024-04-24","2024-05-22",215
51046,16949,94338,"2024-04-24","2024-05-22",215
52479,7666,37831,"2024-04-24","2024-05-22",215
55670,14836,25425,"2024-04-24","2024-05-22",215
54564,18499,11252,"2024-04-24","2024-05-22",215
55734,20475,83547,"2024-04-24","2024-05-22",215
59827,9791,49674,"2024-04-24","2024-05-22",215
59712,5023,21259,"2024-04-24","2024-05-22",215
56843,6877,24882,"2024-04-24","2024-05-22",215
51819,7827,25580,"2024-04-24","2024-05-22",215
53412,25446,73072,"2024-04-25","2024-05-23",214
54809,23192,27519,"2024-04-25","2024-05-23",214
58908,31097,95933,"2024-04-25","2024-05-23",214
59183,21379,71672,"2024-04-25","2024-05-23",214
51915,30330,61575,"2024-04-25","2024-05-23",214
52159,11207,49671,"2024-04-25","2024-05-23",214
54069,28812,47320,"2024-04-25","2024-05-23",214
56366,18410,16992,"2024-04-25","2024-05-23",214
56778,9784,74367,"2024-04-25","2024-05-23",214
53773,3794,93086,"2024-04-25","2024-05-23",214
54051,1433,18933,"2024-04-25","2024-05-23",214
53372,12499,14432,"2024-04-25","2024-05-23",214
58908,31097,95933,"2024-04-25","2024-05-23",214
50320,11627,89285,"2024-04-25","2024-05-23",214
51803,27786,59858,"2024-04-25","2024-05-23",214
53758,8527,53779,"2024-04-25","2024-05-23",214
52636,25806,33090,"2024-04-25","2024-05-23",214
55997,26596,97742,"2024-04-25","2024-05-23",214
51909,8219,97106,"2024-04-25","2024-05-23",214
53412,25446,73072,"2024-04-25","2024-05-23",214
50940,4444,16271,"2024-04-25","2024-05-23",214
52347,8397,33603,"2024-04-25","2024-05-23",214
51803,27786,59858,"2024-04-25","2024-05-23",214
56669,6032,5117,"2024-04-25","2024-05-23",214
56778,9784,74367,"2024-04-25","2024-05-23",214
50320,11627,89285,"2024-04-25","2024-05-23",214
52347,8397,33603,"2024-04-25","2024-05-23",214
56855,14021,84181,"2024-04-25","2024-05-23",214
50424,25909,84645,"2024-04-25","2024-05-23",214
54809,23192,27519,"2024-04-25","2024-05-23",214
53773,3794,93086,"2024-04-25","2024-05-23",214
52045,18748,97303,"2024-04-25","2024-05-23",214
52636,25806,33090,"2024-04-25","2024-05-23",214
56909,23503,53559,"2024-04-25","2024-05-23",214
51909,8219,97106,"2024-04-25","2024-05-23",214
57385,17723,6263,"2024-04-25","2024-05-23",214
54270,14674,73917,"2024-04-25","2024-05-23",214
52159,11207,49671,"2024-04-25","2024-05-23",214
54996,7140,19217,"2024-04-25","2024-05-23",214
50424,25909,84645,"2024-04-25","2024-05-23",214
53372,12499,14432,"2024-04-25","2024-05-23",214
59608,28655,21060,"2024-04-25","2024-05-23",214
59183,21379,71672,"2024-04-25","2024-05-23",214
53758,8527,53779,"2024-04-25","2024-05-23",214
52441,23086,69240,"2024-04-25","2024-05-23",214
56909,23503,53559,"2024-04-25","2024-05-23",214
51915,30330,61575,"2024-04-25","2024-05-23",214
56366,18410,16992,"2024-04-25","2024-05-23",214
54270,14674,73917,"2024-04-25","2024-05-23",214
54051,1433,18933,"2024-04-25","2024-05-23",214
56669,6032,5117,"2024-04-25","2024-05-23",214
55570,6956,4270,"2024-04-25","2024-05-23",214
56855,14021,84181,"2024-04-25","2024-05-23",214
52829,27985,36193,"2024-04-25","2024-05-23",214
54800,22788,17807,"2024-04-25","2024-05-23",214
54800,22788,17807,"2024-04-25","2024-05-23",214
52829,27985,36193,"2024-04-25","2024-05-23",214
50458,10672,24918,"2024-04-25","2024-05-23",214
52045,18748,97303,"2024-04-25","2024-05-23",214
57385,17723,6263,"2024-04-25","2024-05-23",214
55997,26596,97742,"2024-04-25","2024-05-23",214
54069,28812,47320,"2024-04-25","2024-05-23",214
50458,10672,24918,"2024-04-25","2024-05-23",214
59608,28655,21060,"2024-04-25","2024-05-23",214
50940,4444,16271,"2024-04-25","2024-05-23",214
54996,7140,19217,"2024-04-25","2024-05-23",214
52441,23086,69240,"2024-04-25","2024-05-23",214
55570,6956,4270,"2024-04-25","2024-05-23",214
56706,28981,98321,"2024-04-26","2024-05-24",213
53818,27306,30126,"2024-04-26","2024-05-24",213
59604,18515,32499,"2024-04-26","2024-05-24",213
57342,13561,30367,"2024-04-26","2024-05-24",213
57410,12109,55311,"2024-04-26","2024-05-24",213
55547,27728,83802,"2024-04-26","2024-05-24",213
59604,18515,32499,"2024-04-26","2024-05-24",213
50366,7756,38054,"2024-04-26","2024-05-24",213
50119,17469,93348,"2024-04-26","2024-05-24",213
57342,13561,30367,"2024-04-26","2024-05-24",213
51242,16459,56935,"2024-04-26","2024-05-24",213
50555,28835,38927,"2024-04-26","2024-05-24",213
58136,6024,72311,"2024-04-26","2024-05-24",213
54963,30085,66984,"2024-04-26","2024-05-24",213
53946,15261,20150,"2024-04-26","2024-05-24",213
50555,28835,38927,"2024-04-26","2024-05-24",213
50119,17469,93348,"2024-04-26","2024-05-24",213
51647,6699,5004,"2024-04-26","2024-05-24",213
59222,22753,70741,"2024-04-26","2024-05-24",213
58340,11228,74424,"2024-04-26","2024-05-24",213
53981,18846,23165,"2024-04-26","2024-05-24",213
51437,7279,54581,"2024-04-26","2024-05-24",213
55498,4486,13714,"2024-04-26","2024-05-24",213
51647,6699,5004,"2024-04-26","2024-05-24",213
53946,15261,20150,"2024-04-26","2024-05-24",213
51242,16459,56935,"2024-04-26","2024-05-24",213
55677,14343,79444,"2024-04-26","2024-05-24",213
55005,11925,54417,"2024-04-26","2024-05-24",213
57604,9069,67167,"2024-04-26","2024-05-24",213
55547,27728,83802,"2024-04-26","2024-05-24",213
50287,816,84663,"2024-04-26","2024-05-24",213
54963,30085,66984,"2024-04-26","2024-05-24",213
50224,20144,46175,"2024-04-26","2024-05-24",213
59222,22753,70741,"2024-04-26","2024-05-24",213
53981,18846,23165,"2024-04-26","2024-05-24",213
53059,31816,49686,"2024-04-26","2024-05-24",213
55005,11925,54417,"2024-04-26","2024-05-24",213
59895,4589,9016,"2024-04-26","2024-05-24",213
55498,4486,13714,"2024-04-26","2024-05-24",213
57410,12109,55311,"2024-04-26","2024-05-24",213
50224,20144,46175,"2024-04-26","2024-05-24",213
58936,1865,54541,"2024-04-26","2024-05-24",213
58340,11228,74424,"2024-04-26","2024-05-24",213
59895,4589,9016,"2024-04-26","2024-05-24",213
53059,31816,49686,"2024-04-26","2024-05-24",213
50366,7756,38054,"2024-04-26","2024-05-24",213
50287,816,84663,"2024-04-26","2024-05-24",213
57604,9069,67167,"2024-04-26","2024-05-24",213
58136,6024,72311,"2024-04-26","2024-05-24",213
53818,27306,30126,"2024-04-26","2024-05-24",213
56706,28981,98321,"2024-04-26","2024-05-24",213
55677,14343,79444,"2024-04-26","2024-05-24",213
51437,7279,54581,"2024-04-26","2024-05-24",213
58936,1865,54541,"2024-04-26","2024-05-24",213
53533,26854,64640,"2024-04-27","2024-05-25",212
57982,31274,14681,"2024-04-27","2024-05-25",212
54879,4460,6978,"2024-04-27","2024-05-25",212
56742,12988,16918,"2024-04-27","2024-05-25",212
55666,7287,41733,"2024-04-27","2024-05-25",212
51116,10149,94214,"2024-04-27","2024-05-25",212
55965,127,71565,"2024-04-27","2024-05-25",212
54427,23992,30016,"2024-04-27","2024-05-25",212
51171,3540,91602,"2024-04-27","2024-05-25",212
53791,3440,78059,"2024-04-27","2024-05-25",212
53771,27492,6585,"2024-04-27","2024-05-25",212
53766,8089,56206,"2024-04-27","2024-05-25",212
58230,28293,65072,"2024-04-27","2024-05-25",212
56324,17877,59353,"2024-04-27","2024-05-25",212
51910,7913,46861,"2024-04-27","2024-05-25",212
59873,29168,62670,"2024-04-27","2024-05-25",212
52503,6706,88208,"2024-04-27","2024-05-25",212
55090,3353,61598,"2024-04-27","2024-05-25",212
53771,27492,6585,"2024-04-27","2024-05-25",212
51019,6955,64233,"2024-04-27","2024-05-25",212
51610,28547,58139,"2024-04-27","2024-05-25",212
51610,28547,58139,"2024-04-27","2024-05-25",212
59516,17649,61483,"2024-04-27","2024-05-25",212
50233,5800,72322,"2024-04-27","2024-05-25",212
54768,32126,52858,"2024-04-27","2024-05-25",212
53766,8089,56206,"2024-04-27","2024-05-25",212
55965,127,71565,"2024-04-27","2024-05-25",212
50967,11110,46797,"2024-04-27","2024-05-25",212
50233,5800,72322,"2024-04-27","2024-05-25",212
51116,10149,94214,"2024-04-27","2024-05-25",212
59873,29168,62670,"2024-04-27","2024-05-25",212
53791,3440,78059,"2024-04-27","2024-05-25",212
58422,12264,31370,"2024-04-27","2024-05-25",212
57982,31274,14681,"2024-04-27","2024-05-25",212
55090,3353,61598,"2024-04-27","2024-05-25",212
51019,6955,64233,"2024-04-27","2024-05-25",212
57331,21160,1366,"2024-04-27","2024-05-25",212
51171,3540,91602,"2024-04-27","2024-05-25",212
59516,17649,61483,"2024-04-27","2024-05-25",212
57331,21160,1366,"2024-04-27","2024-05-25",212
53533,26854,64640,"2024-04-27","2024-05-25",212
54427,23992,30016,"2024-04-27","2024-05-25",212
54768,32126,52858,"2024-04-27","2024-05-25",212
52503,6706,88208,"2024-04-27","2024-05-25",212
54879,4460,6978,"2024-04-27","2024-05-25",212
58230,28293,65072,"2024-04-27","2024-05-25",212
55666,7287,41733,"2024-04-27","2024-05-25",212
51910,7913,46861,"2024-04-27","2024-05-25",212
56324,17877,59353,"2024-04-27","2024-05-25",212
50967,11110,46797,"2024-04-27","2024-05-25",212
56742,12988,16918,"2024-04-27","2024-05-25",212
58422,12264,31370,"2024-04-27","2024-05-25",212
59310,9427,78275,"2024-04-28","2024-05-26",211
52676,31114,31966,"2024-04-28","2024-05-26",211
57952,11210,48523,"2024-04-28","2024-05-26",211
55339,21788,47364,"2024-04-28","2024-05-26",211
52541,31158,79148,"2024-04-28","2024-05-26",211
53933,1088,37857,"2024-04-28","2024-05-26",211
51221,20545,44261,"2024-04-28","2024-05-26",211
58265,14575,77390,"2024-04-28","2024-05-26",211
51225,3951,5462,"2024-04-28","2024-05-26",211
50913,22782,91666,"2024-04-28","2024-05-26",211
52322,17242,5972,"2024-04-28","2024-05-26",211
55552,19356,72338,"2024-04-28","2024-05-26",211
53789,24565,72684,"2024-04-28","2024-05-26",211
56865,26086,21114,"2024-04-28","2024-05-26",211
52440,12076,34530,"2024-04-28","2024-05-26",211
50913,22782,91666,"2024-04-28","2024-05-26",211
58279,23726,52565,"2024-04-28","2024-05-26",211
53933,1088,37857,"2024-04-28","2024-05-26",211
57659,26907,97012,"2024-04-28","2024-05-26",211
59310,9427,78275,"2024-04-28","2024-05-26",211
55552,19356,72338,"2024-04-28","2024-05-26",211
52440,12076,34530,"2024-04-28","2024-05-26",211
51225,3951,5462,"2024-04-28","2024-05-26",211
50055,33233,60777,"2024-04-28","2024-05-26",211
56865,26086,21114,"2024-04-28","2024-05-26",211
51221,20545,44261,"2024-04-28","2024-05-26",211
53116,11677,26996,"2024-04-28","2024-05-26",211
53116,11677,26996,"2024-04-28","2024-05-26",211
53730,23029,8706,"2024-04-28","2024-05-26",211
58064,5639,46291,"2024-04-28","2024-05-26",211
52322,17242,5972,"2024-04-28","2024-05-26",211
50602,1032,22669,"2024-04-28","2024-05-26",211
57659,26907,97012,"2024-04-28","2024-05-26",211
57291,32125,8446,"2024-04-28","2024-05-26",211
53789,24565,72684,"2024-04-28","2024-05-26",211
57291,32125,8446,"2024-04-28","2024-05-26",211
57296,11052,96419,"2024-04-28","2024-05-26",211
55339,21788,47364,"2024-04-28","2024-05-26",211
52541,31158,79148,"2024-04-28","2024-05-26",211
52676,31114,31966,"2024-04-28","2024-05-26",211
57952,11210,48523,"2024-04-28","2024-05-26",211
50602,1032,22669,"2024-04-28","2024-05-26",211
53730,23029,8706,"2024-04-28","2024-05-26",211
58064,5639,46291,"2024-04-28","2024-05-26",211
58265,14575,77390,"2024-04-28","2024-05-26",211
50055,33233,60777,"2024-04-28","2024-05-26",211
58279,23726,52565,"2024-04-28","2024-05-26",211
57296,11052,96419,"2024-04-28","2024-05-26",211
51189,3244,5054,"2024-04-29","2024-05-27",210
53798,1203,19607,"2024-04-29","2024-05-27",210
52457,31943,1915,"2024-04-29","2024-05-27",210
53458,7058,68353,"2024-04-29","2024-05-27",210
57178,16065,61124,"2024-04-29","2024-05-27",210
55971,7951,7677,"2024-04-29","2024-05-27",210
54565,19706,4754,"2024-04-29","2024-05-27",210
57178,16065,61124,"2024-04-29","2024-05-27",210
52993,4204,89142,"2024-04-29","2024-05-27",210
57144,15959,16372,"2024-04-29","2024-05-27",210
57999,16059,72970,"2024-04-29","2024-05-27",210
59752,11113,45191,"2024-04-29","2024-05-27",210
50701,19998,38217,"2024-04-29","2024-05-27",210
52696,19438,25305,"2024-04-29","2024-05-27",210
52693,7634,62901,"2024-04-29","2024-05-27",210
52282,29993,59487,"2024-04-29","2024-05-27",210
57144,15959,16372,"2024-04-29","2024-05-27",210
55283,13546,61473,"2024-04-29","2024-05-27",210
55311,10401,14798,"2024-04-29","2024-05-27",210
56373,25340,92386,"2024-04-29","2024-05-27",210
56039,8513,27486,"2024-04-29","2024-05-27",210
52457,31943,1915,"2024-04-29","2024-05-27",210
51236,28900,34362,"2024-04-29","2024-05-27",210
57652,25149,12685,"2024-04-29","2024-05-27",210
52993,4204,89142,"2024-04-29","2024-05-27",210
52696,19438,25305,"2024-04-29","2024-05-27",210
52693,7634,62901,"2024-04-29","2024-05-27",210
56101,31065,2930,"2024-04-29","2024-05-27",210
56881,28053,91529,"2024-04-29","2024-05-27",210
58253,6385,79266,"2024-04-29","2024-05-27",210
50138,2707,91551,"2024-04-29","2024-05-27",210
54770,14426,97734,"2024-04-29","2024-05-27",210
54770,14426,97734,"2024-04-29","2024-05-27",210
58253,6385,79266,"2024-04-29","2024-05-27",210
57652,25149,12685,"2024-04-29","2024-05-27",210
55283,13546,61473,"2024-04-29","2024-05-27",210
55092,26354,12103,"2024-04-29","2024-05-27",210
55835,8832,9519,"2024-04-29","2024-05-27",210
55311,10401,14798,"2024-04-29","2024-05-27",210
57379,309,9030,"2024-04-29","2024-05-27",210
56039,8513,27486,"2024-04-29","2024-05-27",210
57379,309,9030,"2024-04-29","2024-05-27",210
51189,3244,5054,"2024-04-29","2024-05-27",210
53458,7058,68353,"2024-04-29","2024-05-27",210
50108,9803,90877,"2024-04-29","2024-05-27",210
52282,29993,59487,"2024-04-29","2024-05-27",210
52321,29368,59299,"2024-04-29","2024-05-27",210
50701,19998,38217,"2024-04-29","2024-05-27",210
52321,29368,59299,"2024-04-29","2024-05-27",210
55835,8832,9519,"2024-04-29","2024-05-27",210
53899,1859,31517,"2024-04-29","2024-05-27",210
50108,9803,90877,"2024-04-29","2024-05-27",210
59752,11113,45191,"2024-04-29","2024-05-27",210
51619,304,67047,"2024-04-29","2024-05-27",210
55971,7951,7677,"2024-04-29","2024-05-27",210
56373,25340,92386,"2024-04-29","2024-05-27",210
51236,28900,34362,"2024-04-29","2024-05-27",210
53798,1203,19607,"2024-04-29","2024-05-27",210
50138,2707,91551,"2024-04-29","2024-05-27",210
56881,28053,91529,"2024-04-29","2024-05-27",210
56101,31065,2930,"2024-04-29","2024-05-27",210
53899,1859,31517,"2024-04-29","2024-05-27",210
54565,19706,4754,"2024-04-29","2024-05-27",210
50510,20073,42099,"2024-04-29","2024-05-27",210
55092,26354,12103,"2024-04-29","2024-05-27",210
51619,304,67047,"2024-04-29","2024-05-27",210
50510,20073,42099,"2024-04-29","2024-05-27",210
57999,16059,72970,"2024-04-29","2024-05-27",210
57915,9417,3977,"2024-04-30","2024-05-28",209
53990,27718,90347,"2024-04-30","2024-05-28",209
52352,18101,15900,"2024-04-30","2024-05-28",209
55473,23256,92324,"2024-04-30","2024-05-28",209
54234,15638,17938,"2024-04-30","2024-05-28",209
52349,24266,67017,"2024-04-30","2024-05-28",209
52087,5407,78033,"2024-04-30","2024-05-28",209
58604,29805,28030,"2024-04-30","2024-05-28",209
59656,17746,15321,"2024-04-30","2024-05-28",209
59510,33230,94964,"2024-04-30","2024-05-28",209
53188,19179,80928,"2024-04-30","2024-05-28",209
54234,15638,17938,"2024-04-30","2024-05-28",209
53150,25892,5140,"2024-04-30","2024-05-28",209
59656,17746,15321,"2024-04-30","2024-05-28",209
53980,28673,26040,"2024-04-30","2024-05-28",209
53980,28673,26040,"2024-04-30","2024-05-28",209
53990,27718,90347,"2024-04-30","2024-05-28",209
53150,25892,5140,"2024-04-30","2024-05-28",209
59103,32246,46999,"2024-04-30","2024-05-28",209
51749,29816,74974,"2024-04-30","2024-05-28",209
55892,26722,3191,"2024-04-30","2024-05-28",209
51763,27569,86396,"2024-04-30","2024-05-28",209
57455,3812,34612,"2024-04-30","2024-05-28",209
52349,24266,67017,"2024-04-30","2024-05-28",209
51486,13223,9208,"2024-04-30","2024-05-28",209
52087,5407,78033,"2024-04-30","2024-05-28",209
53031,10644,94617,"2024-04-30","2024-05-28",209
52352,18101,15900,"2024-04-30","2024-05-28",209
54079,30525,61309,"2024-04-30","2024-05-28",209
55215,15633,71053,"2024-04-30","2024-05-28",209
57455,3812,34612,"2024-04-30","2024-05-28",209
55892,26722,3191,"2024-04-30","2024-05-28",209
59398,17479,26781,"2024-04-30","2024-05-28",209
55473,23256,92324,"2024-04-30","2024-05-28",209
59510,33230,94964,"2024-04-30","2024-05-28",209
53188,19179,80928,"2024-04-30","2024-05-28",209
57550,5097,71193,"2024-04-30","2024-05-28",209
57863,25451,22098,"2024-04-30","2024-05-28",209
58976,14859,26002,"2024-04-30","2024-05-28",209
59398,17479,26781,"2024-04-30","2024-05-28",209
55215,15633,71053,"2024-04-30","2024-05-28",209
58976,14859,26002,"2024-04-30","2024-05-28",209
57915,9417,3977,"2024-04-30","2024-05-28",209
54079,30525,61309,"2024-04-30","2024-05-28",209
57550,5097,71193,"2024-04-30","2024-05-28",209
53031,10644,94617,"2024-04-30","2024-05-28",209
51763,27569,86396,"2024-04-30","2024-05-28",209
51486,13223,9208,"2024-04-30","2024-05-28",209
58604,29805,28030,"2024-04-30","2024-05-28",209
51749,29816,74974,"2024-04-30","2024-05-28",209
59103,32246,46999,"2024-04-30","2024-05-28",209
57863,25451,22098,"2024-04-30","2024-05-28",209
59375,22131,83115,"2024-05-01","2024-05-29",208
58192,22801,27462,"2024-05-01","2024-05-29",208
52734,24917,93020,"2024-05-01","2024-05-29",208
59777,29583,86174,"2024-05-01","2024-05-29",208
55727,14972,76244,"2024-05-01","2024-05-29",208
57608,4284,84739,"2024-05-01","2024-05-29",208
51358,3368,39250,"2024-05-01","2024-05-29",208
59496,32262,10954,"2024-05-01","2024-05-29",208
54028,22300,92365,"2024-05-01","2024-05-29",208
52590,4457,32597,"2024-05-01","2024-05-29",208
53484,32354,13706,"2024-05-01","2024-05-29",208
55297,1191,89660,"2024-05-01","2024-05-29",208
56836,1855,77433,"2024-05-01","2024-05-29",208
54587,24604,73293,"2024-05-01","2024-05-29",208
59685,32271,14303,"2024-05-01","2024-05-29",208
59850,21319,4543,"2024-05-01","2024-05-29",208
59602,14589,267,"2024-05-01","2024-05-29",208
56657,14506,11809,"2024-05-01","2024-05-29",208
52734,24917,93020,"2024-05-01","2024-05-29",208
56657,14506,11809,"2024-05-01","2024-05-29",208
50535,23464,5387,"2024-05-01","2024-05-29",208
59685,32271,14303,"2024-05-01","2024-05-29",208
59850,21319,4543,"2024-05-01","2024-05-29",208
52000,7934,64654,"2024-05-01","2024-05-29",208
59582,31875,63202,"2024-05-01","2024-05-29",208
50130,4421,9947,"2024-05-01","2024-05-29",208
57608,4284,84739,"2024-05-01","2024-05-29",208
56089,21050,45951,"2024-05-01","2024-05-29",208
56836,1855,77433,"2024-05-01","2024-05-29",208
59582,31875,63202,"2024-05-01","2024-05-29",208
54748,10982,3314,"2024-05-01","2024-05-29",208
58843,4359,85604,"2024-05-01","2024-05-29",208
58843,4359,85604,"2024-05-01","2024-05-29",208
50130,4421,9947,"2024-05-01","2024-05-29",208
52000,7934,64654,"2024-05-01","2024-05-29",208
54663,7860,48295,"2024-05-01","2024-05-29",208
52590,4457,32597,"2024-05-01","2024-05-29",208
54663,7860,48295,"2024-05-01","2024-05-29",208
59602,14589,267,"2024-05-01","2024-05-29",208
54028,22300,92365,"2024-05-01","2024-05-29",208
50951,9698,82656,"2024-05-01","2024-05-29",208
53484,32354,13706,"2024-05-01","2024-05-29",208
51358,3368,39250,"2024-05-01","2024-05-29",208
59777,29583,86174,"2024-05-01","2024-05-29",208
55297,1191,89660,"2024-05-01","2024-05-29",208
54748,10982,3314,"2024-05-01","2024-05-29",208
59375,22131,83115,"2024-05-01","2024-05-29",208
54587,24604,73293,"2024-05-01","2024-05-29",208
59496,32262,10954,"2024-05-01","2024-05-29",208
50535,23464,5387,"2024-05-01","2024-05-29",208
56089,21050,45951,"2024-05-01","2024-05-29",208
55727,14972,76244,"2024-05-01","2024-05-29",208
50951,9698,82656,"2024-05-01","2024-05-29",208
58192,22801,27462,"2024-05-01","2024-05-29",208
59320,23062,87993,"2024-05-02","2024-05-30",207
55866,15833,45932,"2024-05-02","2024-05-30",207
50737,30420,8903,"2024-05-02","2024-05-30",207
55866,15833,45932,"2024-05-02","2024-05-30",207
53078,24577,29012,"2024-05-02","2024-05-30",207
59330,29186,3633,"2024-05-02","2024-05-30",207
56511,32961,90095,"2024-05-02","2024-05-30",207
50272,22301,48490,"2024-05-02","2024-05-30",207
51913,31997,84809,"2024-05-02","2024-05-30",207
59320,23062,87993,"2024-05-02","2024-05-30",207
51677,32686,12158,"2024-05-02","2024-05-30",207
56410,5373,57472,"2024-05-02","2024-05-30",207
52888,122,92645,"2024-05-02","2024-05-30",207
56061,2373,17238,"2024-05-02","2024-05-30",207
51150,29886,60610,"2024-05-02","2024-05-30",207
51468,16675,70287,"2024-05-02","2024-05-30",207
51425,16216,2194,"2024-05-02","2024-05-30",207
53078,24577,29012,"2024-05-02","2024-05-30",207
59473,28480,93669,"2024-05-02","2024-05-30",207
55046,14029,8346,"2024-05-02","2024-05-30",207
56557,5500,67184,"2024-05-02","2024-05-30",207
59330,29186,3633,"2024-05-02","2024-05-30",207
53614,27931,44328,"2024-05-02","2024-05-30",207
50946,20018,98688,"2024-05-02","2024-05-30",207
50946,20018,98688,"2024-05-02","2024-05-30",207
55046,14029,8346,"2024-05-02","2024-05-30",207
53614,27931,44328,"2024-05-02","2024-05-30",207
56927,3295,53417,"2024-05-02","2024-05-30",207
52888,122,92645,"2024-05-02","2024-05-30",207
56061,2373,17238,"2024-05-02","2024-05-30",207
56927,3295,53417,"2024-05-02","2024-05-30",207
51833,25795,80567,"2024-05-02","2024-05-30",207
59132,1971,21566,"2024-05-02","2024-05-30",207
56557,5500,67184,"2024-05-02","2024-05-30",207
57225,19130,56654,"2024-05-02","2024-05-30",207
56410,5373,57472,"2024-05-02","2024-05-30",207
59473,28480,93669,"2024-05-02","2024-05-30",207
50272,22301,48490,"2024-05-02","2024-05-30",207
58966,17153,30350,"2024-05-02","2024-05-30",207
59132,1971,21566,"2024-05-02","2024-05-30",207
50737,30420,8903,"2024-05-02","2024-05-30",207
56511,32961,90095,"2024-05-02","2024-05-30",207
58966,17153,30350,"2024-05-02","2024-05-30",207
51677,32686,12158,"2024-05-02","2024-05-30",207
51913,31997,84809,"2024-05-02","2024-05-30",207
51833,25795,80567,"2024-05-02","2024-05-30",207
51468,16675,70287,"2024-05-02","2024-05-30",207
51425,16216,2194,"2024-05-02","2024-05-30",207
57225,19130,56654,"2024-05-02","2024-05-30",207
51150,29886,60610,"2024-05-02","2024-05-30",207
58024,15736,95242,"2024-05-03","2024-05-31",206
56734,6304,29194,"2024-05-03","2024-05-31",206
50042,19617,36412,"2024-05-03","2024-05-31",206
59824,13939,55820,"2024-05-03","2024-05-31",206
51781,16774,74231,"2024-05-03","2024-05-31",206
52281,10283,72598,"2024-05-03","2024-05-31",206
52490,23231,95967,"2024-05-03","2024-05-31",206
59824,13939,55820,"2024-05-03","2024-05-31",206
59909,20645,40709,"2024-05-03","2024-05-31",206
59776,5063,17654,"2024-05-03","2024-05-31",206
53511,29433,38283,"2024-05-03","2024-05-31",206
54541,8359,44815,"2024-05-03","2024-05-31",206
55662,27761,94467,"2024-05-03","2024-05-31",206
55544,23280,58913,"2024-05-03","2024-05-31",206
53675,16483,43167,"2024-05-03","2024-05-31",206
56665,32346,94472,"2024-05-03","2024-05-31",206
53511,29433,38283,"2024-05-03","2024-05-31",206
55533,12810,60056,"2024-05-03","2024-05-31",206
54285,13548,37447,"2024-05-03","2024-05-31",206
