"notificationid","readerid","message","sentdate","isread","daysunseen"
6298,16606,"Your book is due in 1 week! Please return it on time.","2013-11-23",False,4048
41184,26119,"Your book is due in 1 week! Please return it on time.","2013-11-23",False,4048
18759,32059,"Your book is due in 1 week! Please return it on time.","2013-11-24",False,4047
27814,17848,"Your book is due in 1 week! Please return it on time.","2013-11-24",False,4047
38781,24750,"Your book is due in 1 week! Please return it on time.","2013-11-24",False,4047
7171,22819,"Your book is due in 1 week! Please return it on time.","2013-11-24",False,4047
31120,12212,"Your book is due in 1 week! Please return it on time.","2013-11-24",False,4047
29156,4384,"Your book is due in 1 week! Please return it on time.","2013-11-24",False,4047
23239,27705,"Your book is due in 1 week! Please return it on time.","2013-11-24",False,4047
13055,7609,"Your book is due in 1 week! Please return it on time.","2013-11-25",False,4046
33212,32817,"Your book is due in 1 week! Please return it on time.","2013-11-25",False,4046
17284,12436,"Your book is due in 1 week! Please return it on time.","2013-11-25",False,4046
13206,15936,"Your book is due in 1 week! Please return it on time.","2013-11-25",False,4046
21314,20287,"Your book is due in 1 week! Please return it on time.","2013-11-26",False,4045
8774,10017,"Your book is due in 1 week! Please return it on time.","2013-11-26",False,4045
37734,1291,"Your book is due in 1 week! Please return it on time.","2013-11-26",False,4045
35326,2234,"Your book is due in 1 week! Please return it on time.","2013-11-26",False,4045
12178,2406,"Your book is due in 1 week! Please return it on time.","2013-11-27",False,4044
31392,9901,"Your book is due in 1 week! Please return it on time.","2013-11-27",False,4044
36249,195,"Your book is due in 1 week! Please return it on time.","2013-11-27",False,4044
45507,13669,"Your book is due in 1 week! Please return it on time.","2013-11-27",False,4044
19838,32571,"Your book is due in 1 week! Please return it on time.","2013-11-27",False,4044
25688,24335,"Your book is due in 1 week! Please return it on time.","2013-11-27",False,4044
26562,22344,"Your book is due in 1 week! Please return it on time.","2013-11-28",False,4043
28879,21189,"Your book is due in 1 week! Please return it on time.","2013-11-28",False,4043
9700,25674,"Your book is due in 1 week! Please return it on time.","2013-11-28",False,4043
10666,20538,"Your book is due in 1 week! Please return it on time.","2013-11-28",False,4043
20944,22804,"Your book is due in 1 week! Please return it on time.","2013-11-28",False,4043
48928,26736,"Your book is due in 1 week! Please return it on time.","2013-11-28",False,4043
7878,21030,"Your book is due in 1 week! Please return it on time.","2013-11-29",False,4042
8754,4958,"Your book is due in 1 week! Please return it on time.","2013-11-29",False,4042
48986,22870,"Your book is due in 1 week! Please return it on time.","2013-11-29",False,4042
21062,6983,"Your book is due in 1 week! Please return it on time.","2013-11-29",False,4042
44559,20526,"Your book is due in 1 week! Please return it on time.","2013-11-30",False,4041
948,5725,"Your book is due in 1 week! Please return it on time.","2013-11-30",False,4041
28531,15235,"Your book is due in 1 week! Please return it on time.","2013-12-01",False,4040
1735,29092,"Your book is due in 1 week! Please return it on time.","2013-12-01",False,4040
20472,21714,"Your book is due in 1 week! Please return it on time.","2013-12-01",False,4040
19163,31724,"Your book is due in 1 week! Please return it on time.","2013-12-01",False,4040
28053,19488,"Your book is due in 1 week! Please return it on time.","2013-12-01",False,4040
43054,10044,"Your book is due in 1 week! Please return it on time.","2013-12-02",False,4039
48148,1775,"Your book is due in 1 week! Please return it on time.","2013-12-02",False,4039
47945,2438,"Your book is due in 1 week! Please return it on time.","2013-12-02",False,4039
18465,3704,"Your book is due in 1 week! Please return it on time.","2013-12-02",False,4039
5166,19370,"Your book is due in 1 week! Please return it on time.","2013-12-02",False,4039
37704,28611,"Your book is due in 1 week! Please return it on time.","2013-12-02",False,4039
1010,10471,"Your book is due in 1 week! Please return it on time.","2013-12-02",False,4039
18284,5412,"Your book is due in 1 week! Please return it on time.","2013-12-02",False,4039
29551,24140,"Your book is due in 1 week! Please return it on time.","2013-12-02",False,4039
37039,3709,"Your book is due in 1 week! Please return it on time.","2013-12-02",False,4039
43089,3365,"Your book is due in 1 week! Please return it on time.","2013-12-02",False,4039
36360,21294,"Your book is due in 1 week! Please return it on time.","2013-12-02",False,4039
3455,28622,"Your book is due in 1 week! Please return it on time.","2013-12-03",False,4038
2645,23122,"Your book is due in 1 week! Please return it on time.","2013-12-03",False,4038
3448,16970,"Your book is due in 1 week! Please return it on time.","2013-12-03",False,4038
22944,22577,"Your book is due in 1 week! Please return it on time.","2013-12-03",False,4038
40837,27514,"Your book is due in 1 week! Please return it on time.","2013-12-03",False,4038
43637,16207,"Your book is due in 1 week! Please return it on time.","2013-12-03",False,4038
40269,11207,"Your book is due in 1 week! Please return it on time.","2013-12-04",False,4037
8026,5869,"Your book is due in 1 week! Please return it on time.","2013-12-04",False,4037
510,1274,"Your book is due in 1 week! Please return it on time.","2013-12-04",False,4037
8779,20505,"Your book is due in 1 week! Please return it on time.","2013-12-04",False,4037
25299,15074,"Your book is due in 1 week! Please return it on time.","2013-12-04",False,4037
47769,31337,"Your book is due in 1 week! Please return it on time.","2013-12-04",False,4037
37143,26012,"Your book is due in 1 week! Please return it on time.","2013-12-05",False,4036
26816,13568,"Your book is due in 1 week! Please return it on time.","2013-12-05",False,4036
5932,7220,"Your book is due in 1 week! Please return it on time.","2013-12-06",False,4035
41110,7,"Your book is due in 1 week! Please return it on time.","2013-12-06",False,4035
35075,7693,"Your book is due in 1 week! Please return it on time.","2013-12-06",False,4035
43380,5332,"Your book is due in 1 week! Please return it on time.","2013-12-06",False,4035
3399,16135,"Your book is due in 1 week! Please return it on time.","2013-12-06",False,4035
12396,24631,"Your book is due in 1 week! Please return it on time.","2013-12-07",False,4034
10644,20113,"Your book is due in 1 week! Please return it on time.","2013-12-07",False,4034
36470,28259,"Your book is due in 1 week! Please return it on time.","2013-12-07",False,4034
31933,9566,"Your book is due in 1 week! Please return it on time.","2013-12-08",False,4033
18845,6799,"Your book is due in 1 week! Please return it on time.","2013-12-08",False,4033
4079,5308,"Your book is due in 1 week! Please return it on time.","2013-12-08",False,4033
21045,29319,"Your book is due in 1 week! Please return it on time.","2013-12-08",False,4033
29615,28460,"Your book is due in 1 week! Please return it on time.","2013-12-09",False,4032
17736,29027,"Your book is due in 1 week! Please return it on time.","2013-12-09",False,4032
32777,23701,"Your book is due in 1 week! Please return it on time.","2013-12-09",False,4032
4921,4912,"Your book is due in 1 week! Please return it on time.","2013-12-09",False,4032
45014,81,"Your book is due in 1 week! Please return it on time.","2013-12-09",False,4032
21771,11497,"Your book is due in 1 week! Please return it on time.","2013-12-10",False,4031
1710,1445,"Your book is due in 1 week! Please return it on time.","2013-12-10",False,4031
29197,17301,"Your book is due in 1 week! Please return it on time.","2013-12-10",False,4031
25012,32224,"Your book is due in 1 week! Please return it on time.","2013-12-10",False,4031
21611,14403,"Your book is due in 1 week! Please return it on time.","2013-12-11",False,4030
15557,3281,"Your book is due in 1 week! Please return it on time.","2013-12-11",False,4030
24355,4963,"Your book is due in 1 week! Please return it on time.","2013-12-11",False,4030
11778,1243,"Your book is due in 1 week! Please return it on time.","2013-12-11",False,4030
11383,20697,"Your book is due in 1 week! Please return it on time.","2013-12-11",False,4030
38971,4573,"Your book is due in 1 week! Please return it on time.","2013-12-11",False,4030
10217,11781,"Your book is due in 1 week! Please return it on time.","2013-12-12",False,4029
30029,8110,"Your book is due in 1 week! Please return it on time.","2013-12-12",False,4029
23041,3043,"Your book is due in 1 week! Please return it on time.","2013-12-12",False,4029
24984,16149,"Your book is due in 1 week! Please return it on time.","2013-12-13",False,4028
27176,21919,"Your book is due in 1 week! Please return it on time.","2013-12-13",False,4028
22604,9308,"Your book is due in 1 week! Please return it on time.","2013-12-13",False,4028
14828,9062,"Your book is due in 1 week! Please return it on time.","2013-12-13",False,4028
46386,25677,"Your book is due in 1 week! Please return it on time.","2013-12-13",False,4028
8307,14323,"Your book is due in 1 week! Please return it on time.","2013-12-14",False,4027
41383,32150,"Your book is due in 1 week! Please return it on time.","2013-12-14",False,4027
27317,3693,"Your book is due in 1 week! Please return it on time.","2013-12-14",False,4027
31357,7777,"Your book is due in 1 week! Please return it on time.","2013-12-15",False,4026
21198,12064,"Your book is due in 1 week! Please return it on time.","2013-12-15",False,4026
36444,22807,"Your book is due in 1 week! Please return it on time.","2013-12-16",False,4025
14781,3622,"Your book is due in 1 week! Please return it on time.","2013-12-16",False,4025
375,29238,"Your book is due in 1 week! Please return it on time.","2013-12-16",False,4025
2864,20119,"Your book is due in 1 week! Please return it on time.","2013-12-16",False,4025
12286,26834,"Your book is due in 1 week! Please return it on time.","2013-12-16",False,4025
5187,19571,"Your book is due in 1 week! Please return it on time.","2013-12-16",False,4025
27716,23929,"Your book is due in 1 week! Please return it on time.","2013-12-16",False,4025
2403,31140,"Your book is due in 1 week! Please return it on time.","2013-12-16",False,4025
26486,3267,"Your book is due in 1 week! Please return it on time.","2013-12-17",False,4024
44195,26378,"Your book is due in 1 week! Please return it on time.","2013-12-17",False,4024
39929,16783,"Your book is due in 1 week! Please return it on time.","2013-12-17",False,4024
10208,6421,"Your book is due in 1 week! Please return it on time.","2013-12-17",False,4024
4828,2055,"Your book is due in 1 week! Please return it on time.","2013-12-17",False,4024
46759,8814,"Your book is due in 1 week! Please return it on time.","2013-12-17",False,4024
2661,7447,"Your book is due in 1 week! Please return it on time.","2013-12-18",False,4023
10441,28210,"Your book is due in 1 week! Please return it on time.","2013-12-18",False,4023
47905,5342,"Your book is due in 1 week! Please return it on time.","2013-12-18",False,4023
37472,10439,"Your book is due in 1 week! Please return it on time.","2013-12-18",False,4023
8986,24079,"Your book is due in 1 week! Please return it on time.","2013-12-18",False,4023
28273,29230,"Your book is due in 1 week! Please return it on time.","2013-12-19",False,4022
17352,2147,"Your book is due in 1 week! Please return it on time.","2013-12-19",False,4022
8130,21005,"Your book is due in 1 week! Please return it on time.","2013-12-19",False,4022
10592,3516,"Your book is due in 1 week! Please return it on time.","2013-12-20",False,4021
6497,7217,"Your book is due in 1 week! Please return it on time.","2013-12-20",False,4021
18643,22856,"Your book is due in 1 week! Please return it on time.","2013-12-20",False,4021
31427,6272,"Your book is due in 1 week! Please return it on time.","2013-12-21",False,4020
45143,15175,"Your book is due in 1 week! Please return it on time.","2013-12-21",False,4020
24435,15855,"Your book is due in 1 week! Please return it on time.","2013-12-21",False,4020
40155,23468,"Your book is due in 1 week! Please return it on time.","2013-12-22",False,4019
39364,25526,"Your book is due in 1 week! Please return it on time.","2013-12-22",False,4019
12962,12830,"Your book is due in 1 week! Please return it on time.","2013-12-22",False,4019
40430,31012,"Your book is due in 1 week! Please return it on time.","2013-12-22",False,4019
28672,267,"Your book is due in 1 week! Please return it on time.","2013-12-22",False,4019
47648,20530,"Your book is due in 1 week! Please return it on time.","2013-12-22",False,4019
8006,23085,"Your book is due in 1 week! Please return it on time.","2013-12-22",False,4019
43806,9399,"Your book is due in 1 week! Please return it on time.","2013-12-22",False,4019
20641,30600,"Your book is due in 1 week! Please return it on time.","2013-12-22",False,4019
43414,20767,"Your book is due in 1 week! Please return it on time.","2013-12-24",False,4017
22471,20047,"Your book is due in 1 week! Please return it on time.","2013-12-24",False,4017
17212,10799,"Your book is due in 1 week! Please return it on time.","2013-12-24",False,4017
10763,26979,"Your book is due in 1 week! Please return it on time.","2013-12-24",False,4017
42667,32169,"Your book is due in 1 week! Please return it on time.","2013-12-25",False,4016
29274,12594,"Your book is due in 1 week! Please return it on time.","2013-12-25",False,4016
47286,5121,"Your book is due in 1 week! Please return it on time.","2013-12-25",False,4016
32112,15349,"Your book is due in 1 week! Please return it on time.","2013-12-25",False,4016
17869,8377,"Your book is due in 1 week! Please return it on time.","2013-12-25",False,4016
42268,23889,"Your book is due in 1 week! Please return it on time.","2013-12-25",False,4016
33526,22412,"Your book is due in 1 week! Please return it on time.","2013-12-26",False,4015
12236,15097,"Your book is due in 1 week! Please return it on time.","2013-12-26",False,4015
10035,27163,"Your book is due in 1 week! Please return it on time.","2013-12-27",False,4014
40623,14846,"Your book is due in 1 week! Please return it on time.","2013-12-27",False,4014
34923,1367,"Your book is due in 1 week! Please return it on time.","2013-12-27",False,4014
47662,2520,"Your book is due in 1 week! Please return it on time.","2013-12-27",False,4014
19119,21310,"Your book is due in 1 week! Please return it on time.","2013-12-28",False,4013
32224,28126,"Your book is due in 1 week! Please return it on time.","2013-12-28",False,4013
27202,11973,"Your book is due in 1 week! Please return it on time.","2013-12-28",False,4013
7871,32575,"Your book is due in 1 week! Please return it on time.","2013-12-28",False,4013
42664,22240,"Your book is due in 1 week! Please return it on time.","2013-12-29",False,4012
41795,30187,"Your book is due in 1 week! Please return it on time.","2013-12-29",False,4012
434,10423,"Your book is due in 1 week! Please return it on time.","2013-12-29",False,4012
35512,32742,"Your book is due in 1 week! Please return it on time.","2013-12-30",False,4011
49335,20512,"Your book is due in 1 week! Please return it on time.","2013-12-30",False,4011
27438,33296,"Your book is due in 1 week! Please return it on time.","2013-12-30",False,4011
37152,33252,"Your book is due in 1 week! Please return it on time.","2013-12-30",False,4011
24453,26595,"Your book is due in 1 week! Please return it on time.","2013-12-30",False,4011
45563,21054,"Your book is due in 1 week! Please return it on time.","2013-12-31",False,4010
17846,24058,"Your book is due in 1 week! Please return it on time.","2013-12-31",False,4010
37307,19015,"Your book is due in 1 week! Please return it on time.","2013-12-31",False,4010
46429,21517,"Your book is due in 1 week! Please return it on time.","2013-12-31",False,4010
38379,24604,"Your book is due in 1 week! Please return it on time.","2013-12-31",False,4010
12333,31112,"Your book is due in 1 week! Please return it on time.","2014-01-01",False,4009
17080,4186,"Your book is due in 1 week! Please return it on time.","2014-01-01",False,4009
32422,29351,"Your book is due in 1 week! Please return it on time.","2014-01-01",False,4009
30978,28314,"Your book is due in 1 week! Please return it on time.","2014-01-01",False,4009
41753,24734,"Your book is due in 1 week! Please return it on time.","2014-01-01",False,4009
32321,11851,"Your book is due in 1 week! Please return it on time.","2014-01-01",False,4009
42229,202,"Your book is due in 1 week! Please return it on time.","2014-01-01",False,4009
33206,30572,"Your book is due in 1 week! Please return it on time.","2014-01-01",False,4009
30902,20820,"Your book is due in 1 week! Please return it on time.","2014-01-02",False,4008
25752,10244,"Your book is due in 1 week! Please return it on time.","2014-01-02",False,4008
39717,13152,"Your book is due in 1 week! Please return it on time.","2014-01-02",False,4008
32265,19057,"Your book is due in 1 week! Please return it on time.","2014-01-03",False,4007
34435,19521,"Your book is due in 1 week! Please return it on time.","2014-01-03",False,4007
44937,27596,"Your book is due in 1 week! Please return it on time.","2014-01-03",False,4007
22733,9833,"Your book is due in 1 week! Please return it on time.","2014-01-04",False,4006
22892,11367,"Your book is due in 1 week! Please return it on time.","2014-01-04",False,4006
10510,16591,"Your book is due in 1 week! Please return it on time.","2014-01-04",False,4006
45423,27652,"Your book is due in 1 week! Please return it on time.","2014-01-04",False,4006
18648,27273,"Your book is due in 1 week! Please return it on time.","2014-01-04",False,4006
39740,23070,"Your book is due in 1 week! Please return it on time.","2014-01-04",False,4006
38226,22145,"Your book is due in 1 week! Please return it on time.","2014-01-05",False,4005
49202,19272,"Your book is due in 1 week! Please return it on time.","2014-01-05",False,4005
44330,13860,"Your book is due in 1 week! Please return it on time.","2014-01-05",False,4005
42043,18218,"Your book is due in 1 week! Please return it on time.","2014-01-05",False,4005
38609,16418,"Your book is due in 1 week! Please return it on time.","2014-01-05",False,4005
14037,619,"Your book is due in 1 week! Please return it on time.","2014-01-06",False,4004
25726,1408,"Your book is due in 1 week! Please return it on time.","2014-01-06",False,4004
9335,18509,"Your book is due in 1 week! Please return it on time.","2014-01-06",False,4004
10933,14259,"Your book is due in 1 week! Please return it on time.","2014-01-06",False,4004
48427,23772,"Your book is due in 1 week! Please return it on time.","2014-01-06",False,4004
17354,25545,"Your book is due in 1 week! Please return it on time.","2014-01-07",False,4003
49250,16411,"Your book is due in 1 week! Please return it on time.","2014-01-07",False,4003
15002,15988,"Your book is due in 1 week! Please return it on time.","2014-01-07",False,4003
36067,18297,"Your book is due in 1 week! Please return it on time.","2014-01-07",False,4003
11227,2841,"Your book is due in 1 week! Please return it on time.","2014-01-07",False,4003
38482,23049,"Your book is due in 1 week! Please return it on time.","2014-01-07",False,4003
31195,17863,"Your book is due in 1 week! Please return it on time.","2014-01-08",False,4002
12279,18307,"Your book is due in 1 week! Please return it on time.","2014-01-08",False,4002
3525,19607,"Your book is due in 1 week! Please return it on time.","2014-01-08",False,4002
22723,15681,"Your book is due in 1 week! Please return it on time.","2014-01-08",False,4002
13188,9048,"Your book is due in 1 week! Please return it on time.","2014-01-09",False,4001
36823,32688,"Your book is due in 1 week! Please return it on time.","2014-01-09",False,4001
5600,20899,"Your book is due in 1 week! Please return it on time.","2014-01-09",False,4001
14060,8585,"Your book is due in 1 week! Please return it on time.","2014-01-09",False,4001
26504,1350,"Your book is due in 1 week! Please return it on time.","2014-01-09",False,4001
1574,11929,"Your book is due in 1 week! Please return it on time.","2014-01-09",False,4001
47571,21606,"Your book is due in 1 week! Please return it on time.","2014-01-10",False,4000
11159,6438,"Your book is due in 1 week! Please return it on time.","2014-01-10",False,4000
13267,20157,"Your book is due in 1 week! Please return it on time.","2014-01-10",False,4000
45751,2781,"Your book is due in 1 week! Please return it on time.","2014-01-10",False,4000
6753,19548,"Your book is due in 1 week! Please return it on time.","2014-01-10",False,4000
42255,12638,"Your book is due in 1 week! Please return it on time.","2014-01-11",False,3999
34933,7907,"Your book is due in 1 week! Please return it on time.","2014-01-11",False,3999
21447,6668,"Your book is due in 1 week! Please return it on time.","2014-01-12",False,3998
26289,2003,"Your book is due in 1 week! Please return it on time.","2014-01-12",False,3998
38053,25501,"Your book is due in 1 week! Please return it on time.","2014-01-12",False,3998
49340,14469,"Your book is due in 1 week! Please return it on time.","2014-01-12",False,3998
49047,33224,"Your book is due in 1 week! Please return it on time.","2014-01-13",False,3997
43103,24734,"Your book is due in 1 week! Please return it on time.","2014-01-13",False,3997
4552,28430,"Your book is due in 1 week! Please return it on time.","2014-01-13",False,3997
7576,11323,"Your book is due in 1 week! Please return it on time.","2014-01-13",False,3997
22648,11971,"Your book is due in 1 week! Please return it on time.","2014-01-14",False,3996
26556,3022,"Your book is due in 1 week! Please return it on time.","2014-01-14",False,3996
12978,22815,"Your book is due in 1 week! Please return it on time.","2014-01-14",False,3996
33646,13233,"Your book is due in 1 week! Please return it on time.","2014-01-14",False,3996
9951,20137,"Your book is due in 1 week! Please return it on time.","2014-01-14",False,3996
27571,32889,"Your book is due in 1 week! Please return it on time.","2014-01-15",False,3995
18656,25412,"Your book is due in 1 week! Please return it on time.","2014-01-15",False,3995
41679,32773,"Your book is due in 1 week! Please return it on time.","2014-01-15",False,3995
6512,26935,"Your book is due in 1 week! Please return it on time.","2014-01-15",False,3995
39652,10379,"Your book is due in 1 week! Please return it on time.","2014-01-15",False,3995
40717,12454,"Your book is due in 1 week! Please return it on time.","2014-01-15",False,3995
23848,32926,"Your book is due in 1 week! Please return it on time.","2014-01-16",False,3994
29047,1089,"Your book is due in 1 week! Please return it on time.","2014-01-17",False,3993
44975,25455,"Your book is due in 1 week! Please return it on time.","2014-01-17",False,3993
6446,28204,"Your book is due in 1 week! Please return it on time.","2014-01-17",False,3993
19711,5207,"Your book is due in 1 week! Please return it on time.","2014-01-17",False,3993
39253,13789,"Your book is due in 1 week! Please return it on time.","2014-01-17",False,3993
7182,19964,"Your book is due in 1 week! Please return it on time.","2014-01-17",False,3993
20555,4205,"Your book is due in 1 week! Please return it on time.","2014-01-17",False,3993
22380,19193,"Your book is due in 1 week! Please return it on time.","2014-01-18",False,3992
13096,24316,"Your book is due in 1 week! Please return it on time.","2014-01-18",False,3992
11006,9191,"Your book is due in 1 week! Please return it on time.","2014-01-19",False,3991
38608,9121,"Your book is due in 1 week! Please return it on time.","2014-01-19",False,3991
3151,16950,"Your book is due in 1 week! Please return it on time.","2014-01-20",False,3990
24304,8761,"Your book is due in 1 week! Please return it on time.","2014-01-20",False,3990
42422,20235,"Your book is due in 1 week! Please return it on time.","2014-01-20",False,3990
320,18592,"Your book is due in 1 week! Please return it on time.","2014-01-20",False,3990
12971,32118,"Your book is due in 1 week! Please return it on time.","2014-01-20",False,3990
28763,28035,"Your book is due in 1 week! Please return it on time.","2014-01-21",False,3989
22994,23808,"Your book is due in 1 week! Please return it on time.","2014-01-21",False,3989
24203,17302,"Your book is due in 1 week! Please return it on time.","2014-01-21",False,3989
24010,31799,"Your book is due in 1 week! Please return it on time.","2014-01-21",False,3989
19533,26308,"Your book is due in 1 week! Please return it on time.","2014-01-21",False,3989
26554,1901,"Your book is due in 1 week! Please return it on time.","2014-01-21",False,3989
29102,25843,"Your book is due in 1 week! Please return it on time.","2014-01-22",False,3988
18417,30946,"Your book is due in 1 week! Please return it on time.","2014-01-22",False,3988
18766,18903,"Your book is due in 1 week! Please return it on time.","2014-01-23",False,3987
18066,18079,"Your book is due in 1 week! Please return it on time.","2014-01-23",False,3987
49106,19650,"Your book is due in 1 week! Please return it on time.","2014-01-23",False,3987
41453,33316,"Your book is due in 1 week! Please return it on time.","2014-01-24",False,3986
32244,20672,"Your book is due in 1 week! Please return it on time.","2014-01-24",False,3986
25456,14631,"Your book is due in 1 week! Please return it on time.","2014-01-24",False,3986
13926,20042,"Your book is due in 1 week! Please return it on time.","2014-01-24",False,3986
24900,27498,"Your book is due in 1 week! Please return it on time.","2014-01-25",False,3985
9870,28653,"Your book is due in 1 week! Please return it on time.","2014-01-25",False,3985
12521,24163,"Your book is due in 1 week! Please return it on time.","2014-01-25",False,3985
22577,23824,"Your book is due in 1 week! Please return it on time.","2014-01-26",False,3984
31525,23518,"Your book is due in 1 week! Please return it on time.","2014-01-26",False,3984
2781,12795,"Your book is due in 1 week! Please return it on time.","2014-01-27",False,3983
26081,24086,"Your book is due in 1 week! Please return it on time.","2014-01-28",False,3982
6034,7613,"Your book is due in 1 week! Please return it on time.","2014-01-29",False,3981
12735,7158,"Your book is due in 1 week! Please return it on time.","2014-01-29",False,3981
8692,20481,"Your book is due in 1 week! Please return it on time.","2014-01-29",False,3981
25417,19973,"Your book is due in 1 week! Please return it on time.","2014-01-29",False,3981
27430,23217,"Your book is due in 1 week! Please return it on time.","2014-01-29",False,3981
32203,11024,"Your book is due in 1 week! Please return it on time.","2014-01-29",False,3981
742,4621,"Your book is due in 1 week! Please return it on time.","2014-01-29",False,3981
20614,2211,"Your book is due in 1 week! Please return it on time.","2014-01-29",False,3981
16443,21488,"Your book is due in 1 week! Please return it on time.","2014-01-30",False,3980
5833,22963,"Your book is due in 1 week! Please return it on time.","2014-01-30",False,3980
24018,9008,"Your book is due in 1 week! Please return it on time.","2014-01-30",False,3980
32696,15625,"Your book is due in 1 week! Please return it on time.","2014-01-31",False,3979
27190,12774,"Your book is due in 1 week! Please return it on time.","2014-01-31",False,3979
34913,27678,"Your book is due in 1 week! Please return it on time.","2014-02-01",False,3978
19518,7562,"Your book is due in 1 week! Please return it on time.","2014-02-01",False,3978
43514,11370,"Your book is due in 1 week! Please return it on time.","2014-02-01",False,3978
9713,17145,"Your book is due in 1 week! Please return it on time.","2014-02-02",False,3977
2507,17878,"Your book is due in 1 week! Please return it on time.","2014-02-02",False,3977
9749,3102,"Your book is due in 1 week! Please return it on time.","2014-02-03",False,3976
30407,1693,"Your book is due in 1 week! Please return it on time.","2014-02-03",False,3976
15473,17908,"Your book is due in 1 week! Please return it on time.","2014-02-03",False,3976
400,24989,"Your book is due in 1 week! Please return it on time.","2014-02-04",False,3975
8175,19704,"Your book is due in 1 week! Please return it on time.","2014-02-05",False,3974
3577,5532,"Your book is due in 1 week! Please return it on time.","2014-02-05",False,3974
16887,13796,"Your book is due in 1 week! Please return it on time.","2014-02-05",False,3974
22563,6498,"Your book is due in 1 week! Please return it on time.","2014-02-05",False,3974
19504,16763,"Your book is due in 1 week! Please return it on time.","2014-02-06",False,3973
19891,4546,"Your book is due in 1 week! Please return it on time.","2014-02-06",False,3973
23557,10081,"Your book is due in 1 week! Please return it on time.","2014-02-06",False,3973
40950,7716,"Your book is due in 1 week! Please return it on time.","2014-02-07",False,3972
7283,4216,"Your book is due in 1 week! Please return it on time.","2014-02-07",False,3972
13128,19269,"Your book is due in 1 week! Please return it on time.","2014-02-07",False,3972
24254,9205,"Your book is due in 1 week! Please return it on time.","2014-02-07",False,3972
29100,17489,"Your book is due in 1 week! Please return it on time.","2014-02-07",False,3972
30444,32295,"Your book is due in 1 week! Please return it on time.","2014-02-08",False,3971
6093,4937,"Your book is due in 1 week! Please return it on time.","2014-02-08",False,3971
44952,21075,"Your book is due in 1 week! Please return it on time.","2014-02-08",False,3971
986,25823,"Your book is due in 1 week! Please return it on time.","2014-02-08",False,3971
14389,10550,"Your book is due in 1 week! Please return it on time.","2014-02-09",False,3970
22930,31372,"Your book is due in 1 week! Please return it on time.","2014-02-09",False,3970
19576,16323,"Your book is due in 1 week! Please return it on time.","2014-02-09",False,3970
4567,2922,"Your book is due in 1 week! Please return it on time.","2014-02-10",False,3969
1485,31869,"Your book is due in 1 week! Please return it on time.","2014-02-10",False,3969
27585,25047,"Your book is due in 1 week! Please return it on time.","2014-02-10",False,3969
32922,17177,"Your book is due in 1 week! Please return it on time.","2014-02-10",False,3969
8554,22569,"Your book is due in 1 week! Please return it on time.","2014-02-10",False,3969
39869,2427,"Your book is due in 1 week! Please return it on time.","2014-02-10",False,3969
49096,19023,"Your book is due in 1 week! Please return it on time.","2014-02-11",False,3968
40957,29582,"Your book is due in 1 week! Please return it on time.","2014-02-11",False,3968
8239,33051,"Your book is due in 1 week! Please return it on time.","2014-02-11",False,3968
24310,8722,"Your book is due in 1 week! Please return it on time.","2014-02-12",False,3967
7940,21404,"Your book is due in 1 week! Please return it on time.","2014-02-13",False,3966
25258,11100,"Your book is due in 1 week! Please return it on time.","2014-02-13",False,3966
12437,8400,"Your book is due in 1 week! Please return it on time.","2014-02-13",False,3966
24828,7082,"Your book is due in 1 week! Please return it on time.","2014-02-13",False,3966
41774,2152,"Your book is due in 1 week! Please return it on time.","2014-02-14",False,3965
5935,16864,"Your book is due in 1 week! Please return it on time.","2014-02-14",False,3965
37049,743,"Your book is due in 1 week! Please return it on time.","2014-02-14",False,3965
8483,18018,"Your book is due in 1 week! Please return it on time.","2014-02-14",False,3965
25160,26775,"Your book is due in 1 week! Please return it on time.","2014-02-14",False,3965
25125,11891,"Your book is due in 1 week! Please return it on time.","2014-02-14",False,3965
37579,14398,"Your book is due in 1 week! Please return it on time.","2014-02-14",False,3965
28739,3000,"Your book is due in 1 week! Please return it on time.","2014-02-15",False,3964
14231,4256,"Your book is due in 1 week! Please return it on time.","2014-02-15",False,3964
47398,5226,"Your book is due in 1 week! Please return it on time.","2014-02-15",False,3964
39754,7310,"Your book is due in 1 week! Please return it on time.","2014-02-15",False,3964
19443,1071,"Your book is due in 1 week! Please return it on time.","2014-02-15",False,3964
19187,29392,"Your book is due in 1 week! Please return it on time.","2014-02-16",False,3963
7895,19009,"Your book is due in 1 week! Please return it on time.","2014-02-16",False,3963
33417,4820,"Your book is due in 1 week! Please return it on time.","2014-02-17",False,3962
34684,14575,"Your book is due in 1 week! Please return it on time.","2014-02-17",False,3962
26321,5408,"Your book is due in 1 week! Please return it on time.","2014-02-17",False,3962
34526,13479,"Your book is due in 1 week! Please return it on time.","2014-02-17",False,3962
47914,13364,"Your book is due in 1 week! Please return it on time.","2014-02-17",False,3962
11102,26993,"Your book is due in 1 week! Please return it on time.","2014-02-18",False,3961
16523,14716,"Your book is due in 1 week! Please return it on time.","2014-02-19",False,3960
4909,32376,"Your book is due in 1 week! Please return it on time.","2014-02-19",False,3960
18120,2562,"Your book is due in 1 week! Please return it on time.","2014-02-19",False,3960
34039,18278,"Your book is due in 1 week! Please return it on time.","2014-02-19",False,3960
307,1263,"Your book is due in 1 week! Please return it on time.","2014-02-19",False,3960
26743,15531,"Your book is due in 1 week! Please return it on time.","2014-02-19",False,3960
